Name,Artist,Album,Track Number
"Comes As No Surprise","Mansun","Little Kix","3"
"Closed For Business","Mansun","Legacy: The Best Of Mansun","9"
"Six","Mansun","Legacy: The Best Of Mansun","10"
"Electric Man","Mansun","Little Kix","4"
"Getting Your Way","Mansun","Legacy: The Best Of Mansun","11"
"Love Is","Mansun","Little Kix","5"
"Electric Man","Mansun","Legacy: The Best Of Mansun","12"
"Soundtrack 4 2 Lovers","Mansun","Little Kix","6"
"The Chad Who Loved Me","Mansun","Legacy: The Best Of Mansun","13"
"Forgive Me","Mansun","Little Kix","7"
"Egg Shaped Fred","Mansun","Legacy: The Best Of Mansun","14"
"Until The Next Life","Mansun","Little Kix","8"
"Slipping Away","Mansun","Legacy: The Best Of Mansun","15"
"Fool","Mansun","Little Kix","9"
"Fool","Mansun","Legacy: The Best Of Mansun","16"
"Taxloss","Mansun","Legacy: The Best Of Mansun","17"
"We Are The Boys","Mansun","Little Kix","10"
"Goodbye","Mansun","Little Kix","11"
"Wide Open Space (Perfecto Mix)","Mansun","Legacy: The Best Of Mansun","18"
"Learning To Cope With Cowardice (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","1"
"Survival","Mark Stewart","Mark Stewart","1"
"Hysteria","Mark Stewart","Metatron","1"
"Liberty City (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","2"
"Survivalist","Mark Stewart","Mark Stewart","2"
"Shame","Mark Stewart","Metatron","2"
"Anger Is Holy","Mark Stewart","Mark Stewart","3"
"Blessed Are Those Who Struggle (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","3"
"None Dare Call It Conspiracy (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","4"
"Collision","Mark Stewart","Metatron","3"
"Passcivecation Program","Mark Stewart","As The Veneer Of Democracy Starts To Fade","1"
"Dream Kitchen","Mark Stewart","Control Data","1"
"Hell Is Empty","Mark Stewart","Mark Stewart","4"
"Faith Healer","Mark Stewart","Metatron","4"
"Don't You Ever Lay Down Your Arms (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","5"
"These Things Happen","Mark Stewart","Metatron","5"
"Stranger","Mark Stewart","Mark Stewart","5"
"The Paranoia Of Power (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","6"
"Forbidden Love","Mark Stewart","Control Data","2"
"Bastards","Mark Stewart","As The Veneer Of Democracy Starts To Fade","2"
"My Possession","Mark Stewart","Metatron","6"
"To Have The Vision (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","7"
"The Resistance Of The Cell","Mark Stewart","As The Veneer Of Democracy Starts To Fade","3"
"Possesion Dub","Mark Stewart","Metatron","7"
"Red Zone","Mark Stewart","Control Data","3"
"Forbidden Colour","Mark Stewart","Mark Stewart","6"
"Jerusalem (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","8"
"Mammon","Mark Stewart","Metatron","8"
"Forbidden Dub","Mark Stewart","Mark Stewart","7"
"The Wrong Name And The Wrong Number (DJ Battle) (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","9"
"Call To Mecca","Mark Stewart","As The Veneer Of Democracy Starts To Fade","4"
"As The Veneer Of Democracy Starts To Fade","Mark Stewart","As The Veneer Of Democracy Starts To Fade","5"
"Fatal Attraction","Mark Stewart","Mark Stewart","8"
"Scorpio","Mark Stewart","Control Data","4"
"High Ideals And Crazy Dreams (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","10"
"High Ideals Live (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","11"
"Pay It All Back","Mark Stewart","As The Veneer Of Democracy Starts To Fade","6"
"Stranger Than Love","Mark Stewart","Mark Stewart","9"
"Live Paranoia (2006 Remaster) (2006 Digital Remaster)","Mark Stewart","Learning To Cope With Cowardice","12"
"Hypnotised","Mark Stewart","As The Veneer Of Democracy Starts To Fade","7"
"Consumed","Mark Stewart","Control Data","5"
"Stranger Than Love Dub","Mark Stewart","Mark Stewart","10"
"Data Blast","Mark Stewart","Control Data","6"
"Slave Of Love","Mark Stewart","As The Veneer Of Democracy Starts To Fade","8"
"Digital Justice","Mark Stewart","Control Data","7"
"Survival","Mark Stewart","Mark Stewart","11"
"The Waiting Room","Mark Stewart","As The Veneer Of Democracy Starts To Fade","9"
"Simulacra","Mark Stewart","Control Data","8"
"Hypnotised Remix","Mark Stewart","As The Veneer Of Democracy Starts To Fade","10"
"The Half","Mark Stewart","Control Data","9"
"Dreamers","Mark Stewart","As The Veneer Of Democracy Starts To Fade","11"
"Blood Money 2","Mark Stewart","Control Data","10"
"She Is Beyond Good And Evil","The Pop Group","Y (Remastered & expanded)","1"
"Thief Of Fire","The Pop Group","Y (Remastered & expanded)","2"
"Snowgirl","The Pop Group","Y (Remastered & expanded)","3"
"Bloody Money","The Pop Group","Y (Remastered & expanded)","4"
"We Are Time","The Pop Group","Y (Remastered & expanded)","5"
"Savage Sea","The Pop Group","Y (Remastered & expanded)","6"
"Words Disobey Me","The Pop Group","Y (Remastered & expanded)","7"
"Don't Call Me Pain","The Pop Group","Y (Remastered & expanded)","8"
"The Boys From Brazil","The Pop Group","Y (Remastered & expanded)","9"
"Don't Sell Your Dreams","The Pop Group","Y (Remastered & expanded)","10"
"3:38","The Pop Group","Y (Remastered & expanded)","11"
"Waving Scientist @ Frog King","Ex-Girl","Back to the Mono Kero!","1"
"Tozka","Ex-Girl","Back to the Mono Kero!","2"
"Aji Fry (Fried Horse Mackerel)","Ex-Girl","Back to the Mono Kero!","3"
"Pop Muzik","Ex-Girl","Back to the Mono Kero!","4"
"Gween-Kong-Zee","Ex-Girl","Back to the Mono Kero!","5"
"Cucumber Surrender","Ex-Girl","Back to the Mono Kero!","6"
"Wipe Out #3","Ex-Girl","Back to the Mono Kero!","7"
"Solid States Kerok'n'Roll","Ex-Girl","Back to the Mono Kero!","8"
"Zero Gravity","Ex-Girl","Back to the Mono Kero!","9"
"Crime of the Century","Ex-Girl","Back to the Mono Kero!","10"
"Sasuke","Ex-Girl","Back to the Mono Kero!","11"
"Blue Blood","Foals","Total Life Forever","1"
"Miami","Foals","Total Life Forever","2"
"Total Life Forever","Foals","Total Life Forever","3"
"Black Gold","Foals","Total Life Forever","4"
"Spanish Sahara","Foals","Total Life Forever","5"
"This Orient","Foals","Total Life Forever","6"
"Fugue","Foals","Total Life Forever","7"
"After Glow","Foals","Total Life Forever","8"
"Alabaster","Foals","Total Life Forever","9"
"2 Trees","Foals","Total Life Forever","10"
"What Remains","Foals","Total Life Forever","11"
"Nuyorican Soul (Intro)","Nuyorican Soul","Nuyorican Soul","1"
"I Am The Black Gold Of The Sun","Nuyorican Soul","Nuyorican Soul","2"
"It's Alright, I Feel It","Nuyorican Soul","Nuyorican Soul","3"
"Maw Latin Blues","Nuyorican Soul","Nuyorican Soul","4"
"Gotta New Life","Nuyorican Soul","Nuyorican Soul","5"
"Nautilus (Mawtilus)","Nuyorican Soul","Nuyorican Soul","6"
"Taita Caneme","Nuyorican Soul","Nuyorican Soul","7"
"Habriendo El Dominante","Nuyorican Soul","Nuyorican Soul","8"
"Roy's Scat","Nuyorican Soul","Nuyorican Soul","9"
"Sweet Tears","Nuyorican Soul","Nuyorican Soul","10"
"Runaway","Nuyorican Soul","Nuyorican Soul","11"
"Shoshana","Nuyorican Soul","Nuyorican Soul","12"
"Jazzy Jeff's Theme","Nuyorican Soul","Nuyorican Soul","13"
"You Can Do It (Baby) (Full Version)","Nuyorican Soul","Nuyorican Soul","14"
"Let It Roll","The Nextmen","This Was Supposed to Be the Future","1"
"Blood Fire","The Nextmen","This Was Supposed to Be the Future","2"
"Did No Wrong","The Nextmen","This Was Supposed to Be the Future","3"
"Tuffen Up","The Nextmen","This Was Supposed to Be the Future","4"
"Knowledge Be Born","The Nextmen","This Was Supposed to Be the Future","5"
"Something Got You","The Nextmen","This Was Supposed to Be the Future","6"
"Concentrate","The Nextmen","This Was Supposed to Be the Future","7"
"The Drop","The Nextmen","This Was Supposed to Be the Future","8"
"Let It Be","The Nextmen","This Was Supposed to Be the Future","9"
"Move","The Nextmen","This Was Supposed to Be the Future","10"
"Piece of the Pie","The Nextmen","This Was Supposed to Be the Future","11"
"Camera Tricks","The Nextmen","This Was Supposed to Be the Future","12"
"Memory Lane","The Nextmen","This Was Supposed to Be the Future","13"
"This Was Supposed to Be the Future","The Nextmen","This Was Supposed to Be the Future","14"
"He's Simple, He's Dumb, He's The Pilot","Grandaddy","The Sophtware Slump","1"
"Hewletts Daughter","Grandaddy","The Sophtware Slump","2"
"Jed The Humanoid","Grandaddy","The Sophtware Slump","3"
"The Crystal Lake","Grandaddy","The Sophtware Slump","4"
"Chartsengrafs","Grandaddy","The Sophtware Slump","5"
"Underneath The Weeping Willow","Grandaddy","The Sophtware Slump","6"
"Broken Household Appliance National Forest","Grandaddy","The Sophtware Slump","7"
"Jed's Other Poem (Beautiful Ground)","Grandaddy","The Sophtware Slump","8"
"E. Knievel Interlude (The Perils Of Keeping It Real)","Grandaddy","The Sophtware Slump","9"
"Miner At The Dial-A-View","Grandaddy","The Sophtware Slump","10"
"So You'll Aim Toward The Sky","Grandaddy","The Sophtware Slump","11"
"This Rhythm","Filthy Dukes","Nonsense In The Dark (UK Version)","1"
"Elevator","Filthy Dukes","Nonsense In The Dark (UK Version)","2"
"What Happens Next","Filthy Dukes","Nonsense In The Dark (UK Version)","3"
"You Better Stop","Filthy Dukes","Nonsense In The Dark (UK Version)","4"
"Messages","Filthy Dukes","Nonsense In The Dark (UK Version)","5"
"Tupac Robot Club Rock","Filthy Dukes","Nonsense In The Dark (UK Version)","6"
"Nonsense In The Dark","Filthy Dukes","Nonsense In The Dark (UK Version)","7"
"Cul-De-Sac","Filthy Dukes","Nonsense In The Dark (UK Version)","8"
"Light Skips Cross Heart","Filthy Dukes","Nonsense In The Dark (UK Version)","9"
"Don't Fall Softly","Filthy Dukes","Nonsense In The Dark (UK Version)","10"
"Twenty Six Hundred","Filthy Dukes","Nonsense In The Dark (UK Version)","11"
"Poison The Ivy","Filthy Dukes","Nonsense In The Dark (UK Version)","12"
"Somewhere At Sea","Filthy Dukes","Nonsense In The Dark (UK Version)","13"
"Since I Left You","The Avalanches","Since I Left You","1"
"Stay Another Season","The Avalanches","Since I Left You","2"
"Radio","The Avalanches","Since I Left You","3"
"Two Hearts In 3/4 Time","The Avalanches","Since I Left You","4"
"Avalanche Rock","The Avalanches","Since I Left You","5"
"Flight Tonight","The Avalanches","Since I Left You","6"
"Close To You","The Avalanches","Since I Left You","7"
"Diner's Only","The Avalanches","Since I Left You","8"
"A Different Feeling","The Avalanches","Since I Left You","9"
"Electricity","The Avalanches","Since I Left You","10"
"Tonight","The Avalanches","Since I Left You","11"
"Pablo's Cruise","The Avalanches","Since I Left You","12"
"Frontier Psychiatrist","The Avalanches","Since I Left You","13"
"ETOH","The Avalanches","Since I Left You","14"
"Summer Crane","The Avalanches","Since I Left You","15"
"Little Journey","The Avalanches","Since I Left You","16"
"Live At Dominoes","The Avalanches","Since I Left You","17"
"Extra Kings","The Avalanches","Since I Left You","18"
"Hidden Treasure","Traffic","The Low Spark Of High Heeled Boys","1"
"The Low Spark Of High-Heeled Boys","Traffic","The Low Spark Of High Heeled Boys","2"
"Light Up Or Leave Me Alone","Traffic","The Low Spark Of High Heeled Boys","3"
"Rock 'N' Roll Stew","Traffic","The Low Spark Of High Heeled Boys","4"
"Many A Mile To Freedom","Traffic","The Low Spark Of High Heeled Boys","5"
"Rainmaker","Traffic","The Low Spark Of High Heeled Boys","6"
"Rock And Roll Stew Parts 1 & 2","Traffic","The Low Spark Of High Heeled Boys","7"
"Shoot Out At The Fantasy Factory","Traffic","Shoot Out At The Fantasy Factory","1"
"Roll Right Stones","Traffic","Shoot Out At The Fantasy Factory","2"
"Evening Blue","Traffic","Shoot Out At The Fantasy Factory","3"
"Tragic Magic","Traffic","Shoot Out At The Fantasy Factory","4"
"(Sometimes I Feel So) Uninspired","Traffic","Shoot Out At The Fantasy Factory","5"
"So What","Miles Davis","Kind Of Blue (Legacy Edition)","1"
"Freddie Freeloader","Miles Davis","Kind Of Blue (Legacy Edition)","2"
"Blue in Green","Miles Davis","Kind Of Blue (Legacy Edition)","3"
"All Blues","Miles Davis","Kind Of Blue (Legacy Edition)","4"
"Flamenco Sketches","Miles Davis","Kind Of Blue (Legacy Edition)","5"
"Flamenco Sketches (Alternate Take)","Miles Davis","Kind Of Blue (Legacy Edition)","6"
"Freddie Freeloader (Studio Sequence 1)","Miles Davis","Kind Of Blue (Legacy Edition)","7"
"Freddie Freeloader (False Start)","Miles Davis","Kind Of Blue (Legacy Edition)","8"
"Freddie Freeloader (Studio Sequence 2)","Miles Davis","Kind Of Blue (Legacy Edition)","9"
"So What (Studio Sequence 1)","Miles Davis","Kind Of Blue (Legacy Edition)","10"
"So What (Studio Sequence 2)","Miles Davis","Kind Of Blue (Legacy Edition)","11"
"Blue in Green (Studio Sequence)","Miles Davis","Kind Of Blue (Legacy Edition)","12"
"Flamenco Sketches (Studio Sequence 1)","Miles Davis","Kind Of Blue (Legacy Edition)","13"
"Flamenco Sketches (Studio Sequence 2)","Miles Davis","Kind Of Blue (Legacy Edition)","14"
"All Blues (Studio Sequence)","Miles Davis","Kind Of Blue (Legacy Edition)","15"
"On Green Dolphin Street (Album Version)","Miles Davis","Kind Of Blue (Legacy Edition)","16"
"Fran-Dance","Miles Davis","Kind Of Blue (Legacy Edition)","17"
"Stella By Starlight (Album Version)","Miles Davis","Kind Of Blue (Legacy Edition)","18"
"Love For Sale (Album Version)","Miles Davis","Kind Of Blue (Legacy Edition)","19"
"Fran-Dance (alternate take)","Miles Davis","Kind Of Blue (Legacy Edition)","20"
"So What (Live April 9th, 1960)","Miles Davis","Kind Of Blue (Legacy Edition)","21"
"The Magnificent Seven","The Clash","Sandinista!","1"
"Hitsville U.K.","The Clash","Sandinista!","2"
"Junco Partner","The Clash","Sandinista!","3"
"Ivan Meets G.I. Joe","The Clash","Sandinista!","4"
"The Leader","The Clash","Sandinista!","5"
"Something about England","The Clash","Sandinista!","6"
"Rebel Waltz","The Clash","Sandinista!","7"
"Look Here","The Clash","Sandinista!","8"
"The Crooked Beat","The Clash","Sandinista!","9"
"Somebody Got Murdered","The Clash","Sandinista!","10"
"One More Time","The Clash","Sandinista!","11"
"One More Dub","The Clash","Sandinista!","12"
"Lightning Strikes (Not Once but Twice)","The Clash","Sandinista!","13"
"Up in Heaven (Not Only Here)","The Clash","Sandinista!","14"
"Corner Soul","The Clash","Sandinista!","15"
"Let's Go Crazy","The Clash","Sandinista!","16"
"If Music Could Talk","The Clash","Sandinista!","17"
"The Sound of Sinners","The Clash","Sandinista!","18"
"Police on my Back","The Clash","Sandinista!","19"
"Midnight Log","The Clash","Sandinista!","20"
"The Equaliser","The Clash","Sandinista!","21"
"The Call Up","The Clash","Sandinista!","22"
"Washington Bullets","The Clash","Sandinista!","23"
"Broadway","The Clash","Sandinista!","24"
"Lose this Skin","The Clash","Sandinista!","25"
"Charlie don't Surf","The Clash","Sandinista!","26"
"Mensforth Hill","The Clash","Sandinista!","27"
"Junkie Slip","The Clash","Sandinista!","28"
"Kingston Advice","The Clash","Sandinista!","29"
"The Street Parade","The Clash","Sandinista!","30"
"Version City","The Clash","Sandinista!","31"
"Living in Fame","The Clash","Sandinista!","32"
"Silicone on Sapphire","The Clash","Sandinista!","33"
"Version Pardner","The Clash","Sandinista!","34"
"Career Opportunities","The Clash","Sandinista!","35"
"Shepherds Delight","The Clash","Sandinista!","36"
"Autoharp","Hooverphonic","The Magnificent Tree","1"
"Mad About You","Hooverphonic","The Magnificent Tree","2"
"Waves","Hooverphonic","The Magnificent Tree","3"
"Jackie Cane","Hooverphonic","The Magnificent Tree","4"
"The Magnificent Tree","Hooverphonic","The Magnificent Tree","5"
"Vinegar & Salt","Hooverphonic","The Magnificent Tree","6"
"Frosted Flake Wood","Hooverphonic","The Magnificent Tree","7"
"Everytime We Live Together We Die A Bit More","Hooverphonic","The Magnificent Tree","8"
"Out Of Sight","Hooverphonic","The Magnificent Tree","9"
"Pink Fluffy Dinosaurs","Hooverphonic","The Magnificent Tree","10"
"L'Odeur Animale","Hooverphonic","The Magnificent Tree","11"
"Renaissance Affair (Album Version)","Hooverphonic","The Magnificent Tree","12"
"I Wanna Be Adored (Remastered)","The Stone Roses","The Stone Roses","1"
"She Bangs the Drums (Remastered)","The Stone Roses","The Stone Roses","2"
"Waterfall (Remastered)","The Stone Roses","The Stone Roses","3"
"Don't Stop (Remastered)","The Stone Roses","The Stone Roses","4"
"Bye Bye Bad Man (Remastered)","The Stone Roses","The Stone Roses","5"
"Elizabeth My Dear (Remastered)","The Stone Roses","The Stone Roses","6"
"(Song For My) Sugar Spun Sister (Remastered)","The Stone Roses","The Stone Roses","7"
"Made of Stone (Remastered)","The Stone Roses","The Stone Roses","8"
"Shoot You Down (Remastered)","The Stone Roses","The Stone Roses","9"
"This Is The One (Remastered)","The Stone Roses","The Stone Roses","10"
"I Am The Resurrection (Remastered)","The Stone Roses","The Stone Roses","11"
"Fools Gold (Remastered)","The Stone Roses","The Stone Roses","12"
"Tempting Time","Animals As Leaders","Animals As Leaders","1"
"Soraya","Animals As Leaders","Animals As Leaders","2"
"Thoroughly at Home","Animals As Leaders","Animals As Leaders","3"
"On Impulse","Animals As Leaders","Animals As Leaders","4"
"Tessitura","Animals As Leaders","Animals As Leaders","5"
"Behaving Badly","Animals As Leaders","Animals As Leaders","6"
"The Price of Everything and the Value of Nothing","Animals As Leaders","Animals As Leaders","7"
"CAFO","Animals As Leaders","Animals As Leaders","8"
"Inamorata","Animals As Leaders","Animals As Leaders","9"
"Point to Point","Animals As Leaders","Animals As Leaders","10"
"Modern Meat","Animals As Leaders","Animals As Leaders","11"
"Song of Solomon","Animals As Leaders","Animals As Leaders","12"
"About You (Album Version)","Teenage Fanclub","Grand Prix","1"
"Sparky's Dream","Teenage Fanclub","Grand Prix","2"
"Mellow Doubt","Teenage Fanclub","Grand Prix","3"
"Don't Look Back (Album Version)","Teenage Fanclub","Grand Prix","4"
"Verisimilitude (Album Version)","Teenage Fanclub","Grand Prix","5"
"Neil Jung (Album Version)","Teenage Fanclub","Grand Prix","6"
